game_id,Date,Team,Position,Player,AB,R,H,RBI,2B,3B,HR,BB,SB,CS,HBP,SH,SF,SO,KL,GDP,PO,A
7,3/11/2021,Nebraska,C,Ally Riley,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,2
7,3/11/2021,Nebraska,1B,Sarah Yocom,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0
7,3/11/2021,Nebraska,PH,"    Keana ""KP"" Pola",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Nebraska,3B,Sydney Gray,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
7,3/11/2021,Nebraska,LF,Rylie Unzicker,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0
7,3/11/2021,Nebraska,P,Olivia Ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8,3/11/2021,Nebraska,SS,Billie Andrews,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,3
8,3/11/2021,Nebraska,CF,Tristen Edwards,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0
8,3/11/2021,Nebraska,2B,Cam Ybarra,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3
8,3/11/2021,Nebraska,PH,    Camyl Armendariz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Nebraska,RF,Peyton Glatter,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,3/11/2021,Nebraska,DP,Kaylin Kinney,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
8,3/11/2021,Nebraska,P,Courtney Wallace,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
8,3/11/2021,Nebraska,P,    Caitlynn Neal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,3/11/2021,Nebraska,3B,Sydney Gray,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
8,3/11/2021,Nebraska,C,Anni Raley,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,3/11/2021,Nebraska,LF,Rylie Unzicker,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
8,3/11/2021,Nebraska,1B,Sarah Yocom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
8,3/11/2021,Michigan,LF,"Blair, Lexie",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,3/11/2021,Michigan,3B,"Jimenez, Julia",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,1B,"Allan, Lou",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,C,"Carson, Hannah",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
8,3/11/2021,Michigan,PR,"    LeClair, Audrey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,DP,"Voss, Lexi",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,2B,"Kersten, Sierra",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8,3/11/2021,Michigan,CF,"Hoogenraad, Haley",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,PH,"    Esman, Lauren",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,RF,"Gonzalez, Thais",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,SS,"Rodriguez, Natalia",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3/11/2021,Michigan,P,"Storako, Alex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3/12/2021,Michigan,CF/LF,"Blair, Lexie",4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,3/12/2021,Michigan,3B,"Jimenez, Julia",2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9,3/12/2021,Michigan,1B,"Allan, Lou",3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,3/12/2021,Michigan,PR,"    Rodriguez, Kaylee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3/12/2021,Michigan,1B,"    Bump, Taylor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3/12/2021,Michigan,PR,"    LeClair, Audrey",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3/12/2021,Michigan,C,"Carson, Hannah",2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1
9,3/12/2021,Michigan,2B,"Kersten, Sierra",4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
